"","d","control","r1","r2","r3","weight","perc_treated","precinct","municipality","t2009","inc_vs2009","challengers_vs2009","state","anal05","spri05","sdye05","see05","sagua05","srefri05","pisotie05","i_spoverty","corr33","corr66","corr100","t3_info","t2006","inc_vs2006","challengers_vs2006"
"17",0,1,0,0,0,1.2857142638187,NA,56,"CARDENAS",45.4545440673828,15.8662090301514,29.5883369445801,"27",0.0291314125061035,0.233051300048828,0.0842368602752686,0.0154295237734914,0.381984978914261,0.129274398088455,0.00500416988506913,-0.0329093374311924,1,0,0,0.0500000007450581,43.4075355529785,19.4349308013916,23.9726028442383
"18",0,1,0,0,0,1.2857142638187,NA,130,"CARDENAS",67.2550201416016,17.772367477417,49.4826545715332,"27",0.128698229789734,0.347242921590805,0.0851063802838326,0.00212765950709581,0.572340428829193,0.404255330562592,0.117021277546883,1.37460255622864,1,0,0,0.0500000007450581,54.9457168579102,16.5259342193604,38.4197845458984
"19",0,1,0,0,0,1.2857142638187,NA,99,"CARDENAS",83.7795257568359,28.1889762878418,55.5905494689941,"27",0.190249770879745,0.470687419176102,0.207514479756355,0.101768434047699,0.719726383686066,0.739561140537262,0.416750729084015,3.97550392150879,1,0,0,0.0500000007450581,46.8425254821777,21.3429260253906,25.4995994567871
"20",0,1,0,0,0,1.2857142638187,NA,101,"CARDENAS",53.0028610229492,22.2116298675537,30.7912292480469,"27",0.103333972394466,0.393767505884171,0.0829833000898361,0.0579479485750198,0.733885586261749,0.449347943067551,0.158204674720764,1.83596873283386,1,0,0,0.0500000007450581,48.5465126037598,24.5155029296875,24.0310077667236
"21",0,0,0,0,1,13.9999993741513,0,127,"CARDENAS",63.1685180664062,28.8597373962402,34.308780670166,"27",0.101635843515396,0.388625264167786,0.147409170866013,0.0982727780938148,1,0.598868370056152,0.400304406881332,3.19030356407166,1,0,0,0.0500000007450581,51.762336730957,23.8670692443848,27.8952674865723
"22",0,1,0,0,0,1.2857142638187,NA,131,"CARDENAS",51.4265327453613,21.4693298339844,29.9572048187256,"27",0.152755916118622,0.430039525032043,0.0107526890933514,0.0268817208707333,0.932249307632446,0.373655915260315,0.194070070981979,1.87569117546082,1,0,0,0.0500000007450581,50.3982620239258,21.8682117462158,28.53005027771
"23",0,1,0,0,0,1.2857142638187,NA,111,"CARDENAS",79.9654541015625,46.8048362731934,33.1606216430664,"27",0.173997834324837,0.482410967350006,0.351448178291321,0.273399382829666,0.413338392972946,0.850228667259216,0.278492629528046,4.64049386978149,1,0,0,0.0500000007450581,66.1971817016602,33.8028182983398,32.3943672180176
"24",0,1,0,0,0,1.2857142638187,NA,160,"CARDENAS",44.1062164306641,14.896372795105,29.2098445892334,"27",0.0730658546090126,0.337004840373993,0.0259003359824419,0.0148848341777921,0.440868467092514,0.200272783637047,0.0865172669291496,0.472797095775604,1,0,0,0.0500000007450581,44.5094223022461,22.2871990203857,22.2222213745117
"25",0,1,0,0,0,1.2857142638187,NA,126,"CARDENAS",93.9356460571289,39.3564338684082,54.5792083740234,"27",0.129779979586601,0.366196900606155,0.179294660687447,0.0863793566823006,0.911833584308624,0.618496537208557,0.29362291097641,3.05191731452942,1,0,0,0.0500000007450581,61.2738838195801,22.2929935455322,38.9808921813965
"26",1,0,0,0,1,13.9999993741513,1,62,"CARDENAS",43.1718063354492,12.9955949783325,30.176212310791,"27",0.0291314125061035,0.233051300048828,0.0842368602752686,0.0154295237734914,0.381984978914261,0.129274398088455,0.00500416988506913,-0.0329093374311924,1,0,0,0.0500000007450581,49.8908309936523,22.7074241638184,27.183406829834
"27",0,1,0,0,0,1.2857142638187,NA,97,"CARDENAS",68.5378570556641,24.5430812835693,43.9947776794434,"27",0.13134329020977,0.461612969636917,0.0837908536195755,0.108496733009815,0.341978639364243,0.717908501625061,0.347505331039429,2.7415874004364,1,0,0,0.0500000007450581,54.4041442871094,21.6321239471436,32.7720222473145
"28",0,1,0,0,0,1.2857142638187,NA,104,"CARDENAS",62.8252792358398,21.5613384246826,41.2639389038086,"27",0.183581084012985,0.359074354171753,0.121155701577663,0.0144045874476433,0.764582991600037,0.559102416038513,0.265444040298462,2.52364897727966,1,0,0,0.0500000007450581,54.0640411376953,23.3990154266357,30.6650238037109
"29",1,0,1,0,0,13.9999993741513,0.25,138,"CARDENAS",54.8567428588867,18.518518447876,36.3382263183594,"27",0.0731265097856522,0.302780032157898,0.0304276328533888,0.0180921051651239,0.320723682641983,0.198190778493881,0.0460526309907436,0.231547698378563,1,0,0,0.0500000007450581,53.5961265563965,24.8962650299072,28.6998615264893
"30",0,1,0,0,0,1.2857142638187,NA,89,"CARDENAS",43.1818199157715,16.014799118042,27.1670188903809,"27",0.0715811997652054,0.276709407567978,0.0258620698004961,0.0195924770087004,0.091692790389061,0.163793101906776,0.0548589341342449,-0.0617015212774277,1,0,0,0.0500000007450581,40.3490219116211,14.1723957061768,26.1766262054443
"31",0,1,0,0,0,1.2857142638187,NA,641,"CARDENAS",NA,NA,NA,"27",0.105691060423851,0.37398374080658,0.0243902448564768,0.0243902448564768,0.902439057826996,0.390243917703629,0.0975609794259071,1.38219618797302,1,0,0,0.0500000007450581,NA,NA,NA
"32",0,0,0,1,0,13.9999993741513,0,115,"CARDENAS",53.7990188598633,19.2401962280273,34.5588226318359,"27",0.0657513067126274,0.262038290500641,0.0900473967194557,0.0473933666944504,0.162717223167419,0.296208530664444,0.084518164396286,0.536024332046509,1,0,0,0.0500000007450581,50.1845016479492,27.7982788085938,22.3862247467041
"33",0,1,0,0,0,1.2857142638187,NA,102,"CARDENAS",58.5947303771973,25.2195739746094,33.3751564025879,"27",0.132967621088028,0.488514214754105,0.0895502641797066,0.0876984149217606,0.996731996536255,0.466225743293762,0.0477208010852337,2.27184176445007,1,0,0,0.0500000007450581,48.1296768188477,31.5461349487305,16.5835418701172
